category,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
Pro-dopaminergic agents,-0.5618853331493471,-1.0228442002975786,-0.10092646600111543,0.025857820071404653,0.02706856726170394,0.02706856707267214,15,6
