category,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
NMDA antagonists,-1.8944188806281745,-3.236381719381217,-0.5524560418751321,0.011608032430853343,2.704576043681401,7.004100224748222e-10,22,9
