category,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
Dopaminergic agonists,-0.5618853331482918,-1.0228442002925915,-0.10092646600399208,0.025857820070796757,0.027068565342927748,0.027068568971589806,15,6
