category,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
Valproic acid,-0.5976979082183694,-1.3599235448362728,0.1645277283995339,0.10344645537202789,0.23731979679266643,0.23731979702126507,9,7
