category,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
Dopaminergic agonists,-0.663425479731717,-0.9974734777137994,-0.32937748174963455,9.920644013862482e-5,0.005688601604440622,0.005688601607899064,14,5
