category,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
Anxiolytics,-0.11252279915010885,-0.6326980542315463,0.4076524559313286,0.6715849850762029,0.07113885222662152,0.07113885222662152,5,5
