category,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
NMDA antagonists,-1.894418880591725,-3.23638171930272,-0.5524560418807303,0.011608032430169585,2.7045760431984647,7.004011525829361e-10,22,9
