category,left_out,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
Stress,Aldurrah_2023,0.3615486688966194,-0.12019700199602618,0.8432943397892649,0.12893347214841633,0.5196843020132627,0.06754456211934459,28,14
Stress,Chakravarty_2013,0.4079521317866226,-0.11066022951658105,0.9265644930898262,0.11303210612593176,0.6322667533856121,0.03588958216256731,27,14
Stress,Fontana_2020,0.46749869359625096,-0.048430962732143534,0.9834283499246455,0.07209947677474844,0.6130923026996573,0.07007598652639564,28,14
Stress,Fontana_2021,0.5016918794746973,-0.007982235786852088,1.0113659947362468,0.05318415106561523,0.5640823304713511,0.09348265604563825,21,14
Stress,Rahim_2022,0.4188304459764683,-0.1017404903116646,0.9394013822646012,0.10579753471750951,0.6103344994898926,0.08299235471026643,27,14
Stress,Reddy_2018,0.36485296361361513,-0.12120930194911217,0.8509152291763424,0.12887147125833728,0.5290262293409894,0.06792256750807275,28,14
Stress,Reddy_2019,0.39426888423569756,-0.11255337551834316,0.9010911439897382,0.11669512012475734,0.5843036451985427,0.06978665561669713,28,14
Stress,Sachett_2022,0.4633769733654169,-0.06086997128876176,0.9876239180195956,0.0785097697561654,0.6356659163234702,0.057855324812004144,27,14
Stress,Wang_2024,0.32529744620877177,-0.1359011259855628,0.7864960184031063,0.15151606645945415,0.43186540624390013,0.09130657669707626,27,14
Stress,Liu_2024,0.39352430032197555,-0.10154712657677128,0.8885957272207223,0.10964751706033227,0.5665627812137762,0.06922546910609749,28,14
Stress,Barcellos_2020,0.501311959158242,8.052914827076929e-4,1.0018186268337763,0.04968318456617891,0.5678587742477141,0.0681680487061167,28,14
Stress,Tamagno_2022_A,0.5082639980854013,0.004523959754072937,1.0120040364167298,0.04825552538068679,0.5885097666893431,0.035432854899753834,27,14
Stress,Marchetto_2021,0.4733791287426143,-0.04151942450101803,0.9882776819862467,0.06851526696599265,0.6091872732644203,0.06989682633573094,28,14
Stress,Müller_2024,0.5397272419417896,0.07553952432989874,1.0039149595536805,0.025996764313353415,0.4476091913016553,0.0827555453602948,27,14
Stress,Shams_2017_A,0.47105264648483514,-0.045233755195098424,0.9873390481647687,0.07038397873859711,0.6123206606134478,0.07001341443205132,27,14
