category,left_out,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
Ethanol,Ariyasiri_2021,-0.2704408641205572,-1.7137574904593162,1.172875762218202,0.6303660778926924,2.4888445206618134e-8,3.7350865333784427,27,5
Ethanol,Baggio_2018,-0.2603238445236322,-1.711413728328357,1.1907660392810926,0.6445610259287733,1.5401164933670865e-8,3.763564334701645,24,5
Ethanol,Gerlai_2000,-0.13704470772832383,-1.824357329646027,1.5502679141893791,0.832639588991646,3.396091936424196e-8,4.514099447054231,22,5
Ethanol,Gerlai_2008,-0.39498027737277785,-2.51708168579188,1.727121131046324,0.6325741420075142,3.4276767174125044e-8,6.524303684160896,16,5
Ethanol,Lutte_2020,0.3869087326648212,-0.45034434670327317,1.2241618120329156,0.2687728177845807,0.30279773588046327,0.031881700188077663,24,5
Ethanol,Stefanello_2021,-0.32535675227033883,-1.6971098130029572,1.0463963084622794,0.5461756696857976,2.315894397800177e-8,3.4767411778489032,27,5
