category,left_out,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
Ethanol,Ariyasiri_2021,-0.2239555346232843,-1.5527083357726976,1.1047972665261292,0.7411404669826964,1.111157009910061,1.790269355500833,12,7
Ethanol,Buske_2011,-0.7767865571468859,-2.5733982866978016,1.0198251724040295,0.39676448332594094,3.652095839951202,1.746786159428705,11,7
Ethanol,Fontana_2018,-0.7642772861548274,-2.556508153430572,1.0279535811209173,0.40326447660746884,3.6464371454118605,1.74625829493217,12,7
Ethanol,Kurta_2010,-0.8655780983939505,-2.5881583797171492,0.857002182929248,0.3246924208262858,3.1231303935648307,1.8179778248381313,9,7
Ethanol,Maaswinkel_2013_B,-0.5953679142668044,-2.4543138967298543,1.2635780681962459,0.5301866419330348,2.811928184527849,2.8119280191817384,11,7
Ethanol,Müller_2017,-0.9082748396639291,-2.530899114985292,0.7143494356574343,0.27259636532726117,2.4451770285100243,1.9479362966987643,12,7
Ethanol,Parker_2014,-0.14586699155811192,-1.2177159343707722,0.9259819512545484,0.7896772107907418,0.4892355991628704,1.4820576988393646,12,7
Ethanol,Stefanello_2021,-0.9065637214847195,-2.495163258359506,0.6820358153900667,0.26335789659441083,2.253334102878206,1.99976843036567,12,7
