category,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
NMDA antagonists,-2.1767792963855586,-4.659543898532506,0.3059853057613897,0.07392632521981665,2.3314095114275397,2.3314095857840695,9,6
