category,estimate,ci_lb,ci_ub,p_value,sigma2_between,sigma2_within,k,n_studies
Dopaminergic agonists,-0.10728266067169341,-0.5459493485600617,0.3313840272166749,0.557159680163522,0.05635003833521879,2.5275104207346947e-9,18,6
